time,images
0:0:0:100,DJI_0010.JPG,DJI_0011.JPG,DJI_0012.JPG,DJI_0013.JPG,DJI_0046.JPG,DJI_0047.JPG,DJI_0048.JPG,DJI_0049.JPG,DJI_0055.JPG,DJI_0056.JPG,DJI_0057.JPG,DJI_0094.JPG,DJI_0095.JPG,DJI_0096.JPG ,
 ,
0:0:0:200,DJI_0010.JPG,DJI_0011.JPG,DJI_0012.JPG,DJI_0013.JPG,DJI_0046.JPG,DJI_0047.JPG,DJI_0048.JPG,DJI_0049.JPG,DJI_0055.JPG,DJI_0056.JPG,DJI_0057.JPG,DJI_0094.JPG,DJI_0095.JPG,DJI_0096.JPG,DJI_0105.JPG,DJI_0106.JPG,DJI_0107.JPG ,
 ,
0:0:0:300,DJI_0010.JPG,DJI_0011.JPG,DJI_0012.JPG,DJI_0013.JPG,DJI_0046.JPG,DJI_0047.JPG,DJI_0048.JPG,DJI_0049.JPG,DJI_0055.JPG,DJI_0056.JPG,DJI_0057.JPG,DJI_0094.JPG,DJI_0095.JPG,DJI_0096.JPG,DJI_0097.JPG,DJI_0105.JPG,DJI_0106.JPG,DJI_0107.JPG ,
 ,
0:0:0:400,DJI_0010.JPG,DJI_0011.JPG,DJI_0012.JPG,DJI_0013.JPG,DJI_0046.JPG,DJI_0047.JPG,DJI_0048.JPG,DJI_0049.JPG,DJI_0055.JPG,DJI_0056.JPG,DJI_0057.JPG,DJI_0094.JPG,DJI_0095.JPG,DJI_0096.JPG,DJI_0097.JPG,DJI_0105.JPG,DJI_0106.JPG,DJI_0107.JPG,DJI_0148.JPG ,
 ,
0:0:0:500,DJI_0010.JPG,DJI_0011.JPG,DJI_0012.JPG,DJI_0013.JPG,DJI_0046.JPG,DJI_0047.JPG,DJI_0048.JPG,DJI_0049.JPG,DJI_0055.JPG,DJI_0056.JPG,DJI_0057.JPG,DJI_0094.JPG,DJI_0095.JPG,DJI_0096.JPG,DJI_0097.JPG,DJI_0105.JPG,DJI_0106.JPG,DJI_0107.JPG,DJI_0148.JPG ,
 ,
0:0:0:600,DJI_0010.JPG,DJI_0011.JPG,DJI_0012.JPG,DJI_0046.JPG,DJI_0047.JPG,DJI_0048.JPG,DJI_0049.JPG,DJI_0055.JPG,DJI_0056.JPG,DJI_0057.JPG,DJI_0094.JPG,DJI_0095.JPG,DJI_0096.JPG,DJI_0097.JPG,DJI_0105.JPG,DJI_0106.JPG,DJI_0107.JPG,DJI_0148.JPG,DJI_0149.JPG ,
 ,
0:0:0:700,DJI_0010.JPG,DJI_0011.JPG,DJI_0012.JPG,DJI_0046.JPG,DJI_0047.JPG,DJI_0048.JPG,DJI_0049.JPG,DJI_0055.JPG,DJI_0056.JPG,DJI_0057.JPG,DJI_0094.JPG,DJI_0095.JPG,DJI_0096.JPG,DJI_0097.JPG,DJI_0105.JPG,DJI_0106.JPG,DJI_0107.JPG,DJI_0148.JPG,DJI_0149.JPG ,
 ,
0:0:0:800,DJI_0010.JPG,DJI_0011.JPG,DJI_0012.JPG,DJI_0046.JPG,DJI_0047.JPG,DJI_0048.JPG,DJI_0049.JPG,DJI_0055.JPG,DJI_0056.JPG,DJI_0057.JPG,DJI_0094.JPG,DJI_0095.JPG,DJI_0096.JPG,DJI_0097.JPG,DJI_0105.JPG,DJI_0106.JPG,DJI_0107.JPG,DJI_0148.JPG,DJI_0149.JPG ,
 ,
0:0:0:900,DJI_0010.JPG,DJI_0011.JPG,DJI_0012.JPG,DJI_0046.JPG,DJI_0047.JPG,DJI_0048.JPG,DJI_0049.JPG,DJI_0055.JPG,DJI_0056.JPG,DJI_0057.JPG,DJI_0094.JPG,DJI_0095.JPG,DJI_0096.JPG,DJI_0097.JPG,DJI_0105.JPG,DJI_0106.JPG,DJI_0107.JPG,DJI_0147.JPG,DJI_0148.JPG,DJI_0149.JPG ,
 ,
0:0:1:0,DJI_0010.JPG,DJI_0011.JPG,DJI_0012.JPG,DJI_0046.JPG,DJI_0047.JPG,DJI_0048.JPG,DJI_0049.JPG,DJI_0055.JPG,DJI_0056.JPG,DJI_0057.JPG,DJI_0094.JPG,DJI_0095.JPG,DJI_0096.JPG,DJI_0097.JPG,DJI_0105.JPG,DJI_0106.JPG,DJI_0107.JPG,DJI_0147.JPG,DJI_0148.JPG,DJI_0149.JPG ,
 ,
0:0:1:100,DJI_0010.JPG,DJI_0011.JPG,DJI_0012.JPG,DJI_0046.JPG,DJI_0047.JPG,DJI_0048.JPG,DJI_0049.JPG,DJI_0055.JPG,DJI_0056.JPG,DJI_0057.JPG,DJI_0094.JPG,DJI_0095.JPG,DJI_0096.JPG,DJI_0097.JPG,DJI_0105.JPG,DJI_0106.JPG,DJI_0107.JPG,DJI_0147.JPG,DJI_0148.JPG,DJI_0149.JPG,DJI_0159.JPG ,
 ,
0:0:1:200,DJI_0010.JPG,DJI_0011.JPG,DJI_0012.JPG,DJI_0046.JPG,DJI_0047.JPG,DJI_0048.JPG,DJI_0049.JPG,DJI_0055.JPG,DJI_0056.JPG,DJI_0057.JPG,DJI_0094.JPG,DJI_0095.JPG,DJI_0096.JPG,DJI_0097.JPG,DJI_0105.JPG,DJI_0106.JPG,DJI_0107.JPG,DJI_0147.JPG,DJI_0148.JPG,DJI_0149.JPG,DJI_0158.JPG,DJI_0159.JPG ,
 ,
0:0:1:300,DJI_0010.JPG,DJI_0011.JPG,DJI_0012.JPG,DJI_0046.JPG,DJI_0047.JPG,DJI_0048.JPG,DJI_0049.JPG,DJI_0055.JPG,DJI_0056.JPG,DJI_0057.JPG,DJI_0094.JPG,DJI_0095.JPG,DJI_0096.JPG,DJI_0097.JPG,DJI_0105.JPG,DJI_0106.JPG,DJI_0107.JPG,DJI_0147.JPG,DJI_0148.JPG,DJI_0149.JPG,DJI_0158.JPG,DJI_0159.JPG ,
 ,
